route,trip_count,pct_of_total
Telegraph Ave at 23rd St → 19th Street BART Station,44,0.02518257365902795
Steuart St at Market St → The Embarcadero at Vallejo St,44,0.02518257365902795
Lombard St at Columbus Ave → Clay St at Battery St,44,0.02518257365902795
Salesforce Transit Center (Natoma St at 2nd St) → San Francisco Ferry Building (Harry Bridges Plaza),44,0.02518257365902795
Montgomery St BART Station (Market St at 2nd St) → Broadway at Kearny,44,0.02518257365902795
Embarcadero BART Station (Beale St at Market St) → Broadway at Battery St,44,0.02518257365902795
15th St at Potrero Ave → San Francisco Caltrain Station 2  (Townsend St at 4th St),44,0.02518257365902795
5th St at Brannan St → Powell St BART Station (Market St at 4th St),44,0.02518257365902795
Berry St at 4th St → Davis St at Jackson St,43,0.02461024243950459
2nd St at Townsend St → Embarcadero BART Station (Beale St at Market St),43,0.02461024243950459
Valencia St at Cesar Chavez St → Valencia St at 24th St,43,0.02461024243950459
Jersey St at Castro St → Jersey St at Church St,43,0.02461024243950459
San Francisco Caltrain Station 2  (Townsend St at 4th St) → 7th St at Brannan St,43,0.02461024243950459
Laguna St at Hayes St → San Francisco Caltrain Station 2  (Townsend St at 4th St),43,0.02461024243950459
Laguna St at Hayes St → Powell St BART Station (Market St at 4th St),43,0.02461024243950459
San Francisco Ferry Building (Harry Bridges Plaza) → Broadway at Battery St,43,0.02461024243950459
Valencia St at 24th St → 29th St at Church St,43,0.02461024243950459
MLK Jr Way at University Ave → California St at University Ave,43,0.02461024243950459
Market St at 10th St → Market St at Franklin St,43,0.02461024243950459
Post St at Kearny St → Broadway at Kearny,43,0.02461024243950459
The Embarcadero at Steuart St → 4th St at Mission Bay Blvd S,43,0.02461024243950459
Morrison Ave at Julian St → San Fernando St at 4th St,43,0.02461024243950459
Bancroft Way at College Ave → Ellsworth St at Russell St,43,0.02461024243950459
San Francisco Ferry Building (Harry Bridges Plaza) → The Embarcadero at Bryant St,43,0.02461024243950459
Howard St at Beale St → 3rd St at Townsend St,43,0.02461024243950459
Division St at Potrero Ave → Market St at 10th St,43,0.02461024243950459
Howard St at Beale St → 8th St at Brannan St,43,0.02461024243950459
Hearst Ave at Euclid Ave → Bancroft Way at College Ave,43,0.02461024243950459
Powell St BART Station (Market St at 4th St) → Montgomery St BART Station (Market St at 2nd St),42,0.024037911219981226
Telegraph Ave at Carleton St → Bancroft Way at College Ave,42,0.024037911219981226
MacArthur BART Station → Adeline St at 40th St,42,0.024037911219981226
16th St Mission BART Station 2 → Rhode Island St at 17th St,42,0.024037911219981226
MacArthur BART Station → Market St at 45th St,42,0.024037911219981226
Bryant St at 15th St → 16th St Mission BART Station 2,42,0.024037911219981226
Berry St at 4th St → 23rd St at Tennessee St,42,0.024037911219981226
9th St at San Fernando St → 5th St at Virginia St,42,0.024037911219981226
Bay Pl at Vernon St → El Embarcadero at Grand Ave,42,0.024037911219981226
San Francisco Ferry Building (Harry Bridges Plaza) → Mechanics Monument Plaza (Market St at Bush St),42,0.024037911219981226
Central Ave at Fell St → Pierce St at Haight St,42,0.024037911219981226
The Embarcadero at Sansome St → Mechanics Monument Plaza (Market St at Bush St),42,0.024037911219981226
24th St at Chattanooga St → 24th St at Bartlett St,42,0.024037911219981226
Virginia St at Shattuck Ave → Downtown Berkeley BART,42,0.024037911219981226
The Embarcadero at Bryant St → Steuart St at Market St,42,0.024037911219981226
Ashby BART Station → Milvia St at Derby St,42,0.024037911219981226
55th St at Telegraph Ave → Shattuck Ave at Telegraph Ave,42,0.024037911219981226
San Francisco Caltrain Station 2  (Townsend St at 4th St) → Rhode Island St at 17th St,42,0.024037911219981226
Grand Ave at Perkins St → El Embarcadero at Grand Ave,42,0.024037911219981226
Market St at 10th St → Webster St at O'Farrell St,42,0.024037911219981226
Bancroft Way at College Ave → Channing Way at Shattuck Ave,42,0.024037911219981226
Powell St BART Station (Market St at 4th St) → Civic Center/UN Plaza BART Station (Market St at McAllister St),42,0.024037911219981226
Valencia St at 16th St → Market St at 10th St,42,0.024037911219981226
Precita Park → 22nd St Caltrain Station,41,0.023465580000457866
3rd St at Townsend St → The Embarcadero at Sansome St,41,0.023465580000457866
Broadway at Kearny → The Embarcadero at Sansome St,41,0.023465580000457866
Parker St at Fulton St → Channing Way at Shattuck Ave,41,0.023465580000457866
Telegraph Ave at 19th St → Telegraph Ave at 27th St,41,0.023465580000457866
4th St at 16th St → Spear St at Folsom St,41,0.023465580000457866
Folsom St at 19th St → 16th St Mission BART,41,0.023465580000457866
San Salvador St at 9th St → Ryland Park,41,0.023465580000457866
Rhode Island St at 17th St → 16th St Mission BART,41,0.023465580000457866
Rockridge BART Station → Broadway at Coronado Ave,41,0.023465580000457866
Market St at 10th St → 4th St at Harrison St,41,0.023465580000457866
Howard St at Beale St → The Embarcadero at Vallejo St,41,0.023465580000457866
Montgomery St BART Station (Market St at 2nd St) → Steuart St at Market St,41,0.023465580000457866
22nd St Caltrain Station → Rhode Island St at 17th St,41,0.023465580000457866
China Basin St at 3rd St → Berry St at 4th St,41,0.023465580000457866
Ashby BART Station → Ninth St at Heinz Ave,41,0.023465580000457866
San Fernando St at 7th St → Fountain Alley at S 2nd St,41,0.023465580000457866
Channing Way at Shattuck Ave → Bancroft Way at College Ave,41,0.023465580000457866
Bryant St at 2nd St → Beale St at Harrison St,41,0.023465580000457866
San Fernando St at 4th St → The Alameda at Bush St,41,0.023465580000457866
Grand Ave at Perkins St → Frank H Ogawa Plaza,41,0.023465580000457866
Lake Merritt BART Station → 4th Ave at E 12th St (Temporary Location),41,0.023465580000457866
4th St at Mission Bay Blvd S → Spear St at Folsom St,40,0.022893248780934503
Laguna St at Hayes St → Market St at 10th St,40,0.022893248780934503
4th St at Mission Bay Blvd S → Esprit Park,40,0.022893248780934503
4th St at Mission Bay Blvd S → Howard St at Beale St,40,0.022893248780934503
Haste St at College Ave → Downtown Berkeley BART,40,0.022893248780934503
Haste St at Telegraph Ave → University Ave at Oxford St,40,0.022893248780934503
S Park St at 3rd St → Powell St BART Station (Market St at 4th St),40,0.022893248780934503
Market St at 10th St → San Francisco Ferry Building (Harry Bridges Plaza),40,0.022893248780934503
Ashby BART Station → Ellsworth St at Russell St,40,0.022893248780934503
Howard St at Beale St → 8th St at Ringold St,40,0.022893248780934503
Bancroft Way at College Ave → Shattuck Ave at Hearst Ave,40,0.022893248780934503
San Francisco Caltrain (Townsend St at 4th St) → Salesforce Transit Center (Natoma St at 2nd St),40,0.022893248780934503
Parker St at Fulton St → Oregon St at Adeline St,40,0.022893248780934503
El Embarcadero at Grand Ave → Lake Merritt BART Station,40,0.022893248780934503
Haste St at Telegraph Ave → Hearst Ave at Euclid Ave,40,0.022893248780934503
Powell St BART Station (Market St at 4th St) → 1st St at Folsom St,40,0.022893248780934503
MacArthur BART Station → Shattuck Ave at 55th St,40,0.022893248780934503
Broadway at Battery St → San Francisco Caltrain Station 2  (Townsend St at 4th St),40,0.022893248780934503
Berry St at 4th St → 2nd St at Townsend St,39,0.02232091756141114
McCoppin St at Valencia St → Powell St BART Station (Market St at 4th St),39,0.02232091756141114
Berry St at 4th St → Post St at Kearny St,39,0.02232091756141114
MLK Jr Way at University Ave → Hearst Ave at Euclid Ave,39,0.02232091756141114
West Oakland BART Station → Marston Campbell Park,39,0.02232091756141114
Market St at 10th St → The Embarcadero at Sansome St,39,0.02232091756141114
Hearst Ave at Euclid Ave → Berkeley Civic Center,39,0.02232091756141114
Beale St at Harrison St → San Francisco Ferry Building (Harry Bridges Plaza),39,0.02232091756141114
Clay St at Battery St → San Francisco Caltrain Station 2  (Townsend St at 4th St),39,0.02232091756141114
Howard St at Mary St → Folsom St at 9th St,39,0.02232091756141114
Powell St BART Station (Market St at 4th St) → 5th St at Brannan St,39,0.02232091756141114
Howard St at Beale St → Davis St at Jackson St,39,0.02232091756141114
3rd St at Townsend St → Folsom St at 3rd St,39,0.02232091756141114
San Francisco Caltrain Station 2  (Townsend St at 4th St) → San Francisco City Hall (Polk St at Grove St),39,0.02232091756141114
Commercial St at Montgomery St → San Francisco Caltrain Station 2  (Townsend St at 4th St),39,0.02232091756141114
San Jose Diridon Station → San Fernando St at 4th St,39,0.02232091756141114
Howard St at 2nd St → Market St at 10th St,39,0.02232091756141114
Broderick St at Oak St → Montgomery St BART Station (Market St at 2nd St),39,0.02232091756141114
Hearst Ave at Euclid Ave → Haste St at College Ave,39,0.02232091756141114
3rd St at Townsend St → Powell St BART Station (Market St at 4th St),39,0.02232091756141114
Central Ave at Fell St → Central Ave at Fell St,39,0.02232091756141114
California St at University Ave → MLK Jr Way at University Ave,39,0.02232091756141114
San Francisco Ferry Building (Harry Bridges Plaza) → Broadway at Kearny,39,0.02232091756141114
4th St at Mission Bay Blvd S → Hubbell St at 16th St,39,0.02232091756141114
The Embarcadero at Sansome St → Powell St BART Station (Market St at 4th St),39,0.02232091756141114
Esprit Park → Montgomery St BART Station (Market St at 2nd St),39,0.02232091756141114
Garfield Square (25th St at Harrison St) → Market St at 10th St,39,0.02232091756141114
Fulton St at Ashby Ave → Ashby BART Station,39,0.02232091756141114
San Fernando St at 7th St → 2nd St at Julian St,39,0.02232091756141114
Broadway at Kearny → Embarcadero BART Station (Beale St at Market St),39,0.02232091756141114
San Pablo Park → Ashby BART Station,39,0.02232091756141114
Townsend St at 5th St → Civic Center/UN Plaza BART Station (Market St at McAllister St),39,0.02232091756141114
The Embarcadero at Vallejo St → Berry St at 4th St,39,0.02232091756141114
Civic Center/UN Plaza BART Station (Market St at McAllister St) → Townsend St at 7th St,39,0.02232091756141114
Pierce St at Haight St → Market St at 10th St,39,0.02232091756141114
Howard St at Beale St → Broadway at Battery St,39,0.02232091756141114
Berry St at 4th St → Mississippi St at 17th St,39,0.02232091756141114
Bancroft Way at College Ave → MLK Jr Way at University Ave,39,0.02232091756141114
Mechanics Monument Plaza (Market St at Bush St) → Powell St BART Station (Market St at 5th St),39,0.02232091756141114
North Berkeley BART Station → 10th St at University Ave,39,0.02232091756141114
Downtown Berkeley BART → Virginia St at Shattuck Ave,38,0.02174858634188778
Madison St at 17th St → Lake Merritt BART Station,38,0.02174858634188778
Grand Ave at Webster St → 19th Street BART Station,38,0.02174858634188778
4th St at Harrison St → Berry St at 4th St,38,0.02174858634188778
China Basin St at 3rd St → Howard St at Beale St,38,0.02174858634188778
MLK Jr Way at University Ave → Fulton St at Bancroft Way,38,0.02174858634188778
San Francisco Caltrain Station 2  (Townsend St at 4th St) → The Embarcadero at Vallejo St,38,0.02174858634188778
Irwin St at 8th St → Civic Center/UN Plaza BART Station (Market St at McAllister St),38,0.02174858634188778
Parker St at Fulton St → Haste St at Telegraph Ave,38,0.02174858634188778
Webster St at Grove St → Powell St BART Station (Market St at 4th St),38,0.02174858634188778
Cyril Magnin St at Ellis St → San Francisco Caltrain Station 2  (Townsend St at 4th St),38,0.02174858634188778
Myrtle St at Polk St → Myrtle St at Polk St,38,0.02174858634188778
Valencia St at 24th St → 17th St at Valencia St,38,0.02174858634188778
Valencia St at 24th St → 11th St at Bryant St,38,0.02174858634188778
Commercial St at Montgomery St → San Francisco Caltrain (Townsend St at 4th St),38,0.02174858634188778
El Embarcadero at Grand Ave → El Embarcadero at Grand Ave,38,0.02174858634188778
37th St at West St → MacArthur BART Station,38,0.02174858634188778
San Francisco Caltrain (Townsend St at 4th St) → Folsom St at 3rd St,38,0.02174858634188778
Steuart St at Market St → Powell St BART Station (Market St at 4th St),38,0.02174858634188778
Jackson Playground → 22nd St Caltrain Station,38,0.02174858634188778
Washington St at Kearny St → Washington St at Kearny St,38,0.02174858634188778
Santa Clara St at 7th St → 5th St at Virginia St,38,0.02174858634188778
Howard St at 8th St → Townsend St at 7th St,38,0.02174858634188778
Market St at 10th St → 8th St at Ringold St,38,0.02174858634188778
Frank H Ogawa Plaza → Bay Pl at Vernon St,37,0.021176255122364415
MacArthur BART Station → 34th St at Telegraph Ave,37,0.021176255122364415
8th St at Brannan St → Howard St at 8th St,37,0.021176255122364415
Fulton St at Bancroft Way → Shattuck Ave at Hearst Ave,37,0.021176255122364415
Montgomery St BART Station (Market St at 2nd St) → Powell St BART Station (Market St at 5th St),37,0.021176255122364415
Union Square (Powell St at Post St) → Powell St BART Station (Market St at 5th St),37,0.021176255122364415
Broadway at Kearny → Lombard St at Columbus Ave,37,0.021176255122364415
3rd St at Townsend St → Esprit Park,37,0.021176255122364415
El Embarcadero at Grand Ave → Grand Ave at Webster St,37,0.021176255122364415
4th St at Harrison St → San Francisco Caltrain Station 2  (Townsend St at 4th St),37,0.021176255122364415
Civic Center/UN Plaza BART Station (Market St at McAllister St) → San Francisco Caltrain Station 2  (Townsend St at 4th St),37,0.021176255122364415
Post St at Kearny St → Union Square (Powell St at Post St),37,0.021176255122364415
11th St at Bryant St → San Francisco Public Library (Grove St at Hyde St),37,0.021176255122364415
1st St at Folsom St → Powell St BART Station (Market St at 4th St),37,0.021176255122364415
1st St at Folsom St → San Francisco Caltrain (Townsend St at 4th St),37,0.021176255122364415
Clay St at Battery St → Berry St at 4th St,37,0.021176255122364415
Steuart St at Market St → Washington St at Kearny St,37,0.021176255122364415
Rhode Island St at 17th St → San Francisco Caltrain Station 2  (Townsend St at 4th St),37,0.021176255122364415
Webster St at 2nd St → Washington St at 8th St,37,0.021176255122364415
Vine St at Shattuck Ave → Hearst Ave at Euclid Ave,37,0.021176255122364415
16th St Mission BART Station 2 → 20th St at Bryant St,37,0.021176255122364415
Shattuck Ave at Hearst Ave → Vine St at Shattuck Ave,37,0.021176255122364415
Market St at 10th St → Valencia St at Clinton Park,37,0.021176255122364415
Beale St at Harrison St → Powell St BART Station (Market St at 4th St),37,0.021176255122364415
University Ave at Oxford St → MLK Jr Way at University Ave,37,0.021176255122364415
Broderick St at Oak St → Market St at 10th St,37,0.021176255122364415
University Ave at Oxford St → Bancroft Way at Telegraph Ave,37,0.021176255122364415
Berkeley Civic Center → MLK Jr Way at University Ave,37,0.021176255122364415
Esprit Park → 3rd St at Townsend St,37,0.021176255122364415
22nd St Caltrain Station → 4th St at 16th St,37,0.021176255122364415
3rd St at Townsend St → The Embarcadero at Bryant St,37,0.021176255122364415
Haste St at College Ave → Russell St at College Ave,36,0.02060392390284105
San Francisco Caltrain (Townsend St at 4th St) → Post St at Kearny St,36,0.02060392390284105
San Fernando St at 4th St → San Fernando St at 7th St,36,0.02060392390284105
2nd St at Townsend St → Clay St at Battery St,36,0.02060392390284105
Irwin St at 8th St → San Francisco Caltrain Station 2  (Townsend St at 4th St),36,0.02060392390284105
MacArthur BART Station → Dover St at 57th St,36,0.02060392390284105
Ryland Park → San Jose Diridon Station,36,0.02060392390284105
22nd St Caltrain Station → Hubbell St at 16th St,36,0.02060392390284105
4th St at 16th St → Esprit Park,36,0.02060392390284105
The Alameda at Bush St → San Fernando St at 7th St,36,0.02060392390284105
19th Street BART Station → Telegraph Ave at 23rd St,36,0.02060392390284105
Telegraph Ave at Carleton St → Hearst Ave at Euclid Ave,36,0.02060392390284105
Webster St at 2nd St → Lake Merritt BART Station,36,0.02060392390284105
Telegraph Ave at Carleton St → Downtown Berkeley BART,36,0.02060392390284105
Clay St at Battery St → Lombard St at Columbus Ave,36,0.02060392390284105
Market St at 10th St → Mechanics Monument Plaza (Market St at Bush St),36,0.02060392390284105
Lake Merritt BART Station → Lakeshore Ave at Trestle Glen Rd,36,0.02060392390284105
Berry St at 4th St → 5th St at Folsom,36,0.02060392390284105
Esprit Park → 4th St at Mission Bay Blvd S,36,0.02060392390284105
22nd St Caltrain Station → Jackson Playground,36,0.02060392390284105
23rd St at Tennessee St → Berry St at 4th St,36,0.02060392390284105
Downtown Berkeley BART → Telegraph Ave at Carleton St,36,0.02060392390284105
Powell St BART Station (Market St at 4th St) → 3rd St at Townsend St,36,0.02060392390284105
Parker St at Fulton St → Hearst Ave at Euclid Ave,36,0.02060392390284105
Downtown Berkeley BART → Channing Way at San Pablo Ave,36,0.02060392390284105
The Embarcadero at Sansome St → Broadway at Kearny,36,0.02060392390284105
5th St at Folsom → Berry St at 4th St,36,0.02060392390284105
Genoa St at 55th St → West St at 40th St,36,0.02060392390284105
San Francisco Ferry Building (Harry Bridges Plaza) → Powell St BART Station (Market St at 4th St),36,0.02060392390284105
Ashby BART Station → Ninth St at Parker St,36,0.02060392390284105
Shattuck Ave at Telegraph Ave → 55th St at Telegraph Ave,36,0.02060392390284105
Broadway at Battery St → Steuart St at Market St,36,0.02060392390284105
8th St at Ringold St → Montgomery St BART Station (Market St at 2nd St),36,0.02060392390284105
8th St at Brannan St → San Francisco Ferry Building (Harry Bridges Plaza),36,0.02060392390284105
Fulton St at Bancroft Way → Bancroft Way at College Ave,35,0.020031592683317688
Powell St BART Station (Market St at 5th St) → Montgomery St BART Station (Market St at 2nd St),35,0.020031592683317688
4th St at Mission Bay Blvd S → The Embarcadero at Bryant St,35,0.020031592683317688
Raymond Kimbell Playground → Market St at 10th St,35,0.020031592683317688
Powell St BART Station (Market St at 5th St) → 5th St at Folsom,35,0.020031592683317688
Broadway at Battery St → San Francisco Ferry Building (Harry Bridges Plaza),35,0.020031592683317688
The Embarcadero at Steuart St → 4th St at 16th St,35,0.020031592683317688
8th St at Brannan St → Market St at 10th St,35,0.020031592683317688
University Ave at Oxford St → Parker St at Fulton St,35,0.020031592683317688
San Francisco Caltrain (Townsend St at 4th St) → Bryant St at 2nd St,35,0.020031592683317688
Bancroft Way at Telegraph Ave → Haste St at Telegraph Ave,35,0.020031592683317688
Telegraph Ave at 58th St → Rockridge BART Station,35,0.020031592683317688
Hearst Ave at Euclid Ave → Fulton St at Bancroft Way,35,0.020031592683317688
16th St Mission BART → Harrison St at 20th St,35,0.020031592683317688
Post St at Kearny St → 2nd St at Townsend St,35,0.020031592683317688
Montgomery St BART Station (Market St at 2nd St) → Esprit Park,35,0.020031592683317688
Downtown Berkeley BART → Channing Way at Shattuck Ave,35,0.020031592683317688
Spear St at Folsom St → 4th St at 16th St,35,0.020031592683317688
16th St Mission BART → Harrison St at 17th St,35,0.020031592683317688
Market St at 10th St → Division St at Potrero Ave,35,0.020031592683317688
Washington St at Kearny St → Market St at 10th St,35,0.020031592683317688
Shattuck Ave at Hearst Ave → Bancroft Way at Telegraph Ave,35,0.020031592683317688
S Van Ness Ave at Market St → Market St at 10th St,35,0.020031592683317688
16th St Mission BART Station 2 → Bryant St at 15th St,35,0.020031592683317688
Bancroft Way at College Ave → Berkeley Civic Center,35,0.020031592683317688
Powell St BART Station (Market St at 4th St) → Broadway at Kearny,35,0.020031592683317688
The Embarcadero at Sansome St → The Embarcadero at Bryant St,35,0.020031592683317688
Townsend St at 7th St → S Van Ness Ave at Market St,35,0.020031592683317688
Post St at Kearny St → Washington St at Kearny St,35,0.020031592683317688
El Embarcadero at Grand Ave → Bay Pl at Vernon St,35,0.020031592683317688
Mechanics Monument Plaza (Market St at Bush St) → Powell St BART Station (Market St at 4th St),35,0.020031592683317688
Vine St at Shattuck Ave → Berkeley Civic Center,35,0.020031592683317688
Market St at Franklin St → Market St at 10th St,35,0.020031592683317688
Church St at Duboce Ave → Powell St BART Station (Market St at 4th St),35,0.020031592683317688
Yerba Buena Center for the Arts (Howard St at 3rd St) → Howard St at 8th St,35,0.020031592683317688
Folsom St at 9th St → Market St at 10th St,34,0.019459261463794328
Harrison St at 20th St → Garfield Square (25th St at Harrison St),34,0.019459261463794328
Powell St BART Station (Market St at 5th St) → Laguna St at Hayes St,34,0.019459261463794328
Embarcadero BART Station (Beale St at Market St) → Powell St BART Station (Market St at 4th St),34,0.019459261463794328
Fountain Alley at S 2nd St → San Fernando St at 4th St,34,0.019459261463794328
Berry St at King St → Berry St at 4th St,34,0.019459261463794328
San Francisco Caltrain (Townsend St at 4th St) → The Embarcadero at Sansome St,34,0.019459261463794328
4th St at Harrison St → 4th St at Mission Bay Blvd S,34,0.019459261463794328
San Francisco Public Library (Grove St at Hyde St) → 11th St at Bryant St,34,0.019459261463794328
Market St at 10th St → Page St at Scott St,34,0.019459261463794328
Rockridge BART Station → Russell St at College Ave,34,0.019459261463794328
Market St at 10th St → 17th St at Valencia St,34,0.019459261463794328
San Francisco Caltrain (Townsend St at 4th St) → 1st St at Folsom St,34,0.019459261463794328
San Francisco Caltrain Station 2  (Townsend St at 4th St) → Irwin St at 8th St,34,0.019459261463794328
San Fernando St at 4th St → San Fernando St at 4th St,34,0.019459261463794328
5th St at Folsom → 1st St at Folsom St,34,0.019459261463794328
2nd St at Townsend St → San Francisco Caltrain Station 2  (Townsend St at 4th St),34,0.019459261463794328
The Embarcadero at Sansome St → The Embarcadero at Vallejo St,34,0.019459261463794328
Powell St BART Station (Market St at 4th St) → San Francisco Ferry Building (Harry Bridges Plaza),34,0.019459261463794328
Channing Way at San Pablo Ave → Ninth St at Heinz Ave,34,0.019459261463794328
San Francisco Public Library (Grove St at Hyde St) → Webster St at Grove St,34,0.019459261463794328
Howard St at 2nd St → Howard St at Mary St,34,0.019459261463794328
1st St at Folsom St → Market St at 10th St,34,0.019459261463794328
Rhode Island St at 17th St → Hubbell St at 16th St,34,0.019459261463794328
West Oakland BART Station → 59th St at Horton St,34,0.019459261463794328
Rockridge BART Station → 45th St at Manila,34,0.019459261463794328
Broadway at Coronado Ave → Rockridge BART Station,34,0.019459261463794328
6th Ave at E 12th St (Temporary Location) → Lake Merritt BART Station,34,0.019459261463794328
Market St at 10th St → Mission Playground,34,0.019459261463794328
Market St at Franklin St → Market St at Dolores St,34,0.019459261463794328
Sanchez St at 17th St → 16th St Mission BART Station 2,34,0.019459261463794328
San Francisco Caltrain Station 2  (Townsend St at 4th St) → Laguna St at Hayes St,34,0.019459261463794328
Laguna St at Hayes St → Market St at Dolores St,34,0.019459261463794328
Berkeley Civic Center → Parker St at Fulton St,34,0.019459261463794328
Fulton St at Bancroft Way → University Ave at Oxford St,34,0.019459261463794328
Steuart St at Market St → Market St at 10th St,34,0.019459261463794328
5th St at Brannan St → San Francisco Caltrain Station 2  (Townsend St at 4th St),34,0.019459261463794328
8th St at Brannan St → Howard St at Beale St,33,0.018886930244270964
Rhode Island St at 17th St → Howard St at Beale St,33,0.018886930244270964
S Van Ness Ave at Market St → Powell St BART Station (Market St at 4th St),33,0.018886930244270964
Montgomery St BART Station (Market St at 2nd St) → Rhode Island St at 17th St,33,0.018886930244270964
San Francisco City Hall (Polk St at Grove St) → Myrtle St at Polk St,33,0.018886930244270964
Fountain Alley at S 2nd St → Ryland Park,33,0.018886930244270964
4th St at Mission Bay Blvd S → Powell St BART Station (Market St at 5th St),33,0.018886930244270964
4th St at Mission Bay Blvd S → Embarcadero BART Station (Beale St at Market St),33,0.018886930244270964
Folsom St at 9th St → Howard St at Mary St,33,0.018886930244270964
Ryland Park → San Salvador St at 9th St,33,0.018886930244270964
San Francisco Caltrain Station 2  (Townsend St at 4th St) → Clay St at Battery St,33,0.018886930244270964
2nd St at Townsend St → Berry St at 4th St,33,0.018886930244270964
4th St at Harrison St → 5th St at Folsom,33,0.018886930244270964
Fulton St at Bancroft Way → Berkeley Civic Center,33,0.018886930244270964
16th St Mission BART Station 2 → Folsom St at 19th St,33,0.018886930244270964
Mosswood Park → Telegraph Ave at 19th St,33,0.018886930244270964
The Embarcadero at Vallejo St → Lombard St at Columbus Ave,33,0.018886930244270964
Union Square (Powell St at Post St) → Montgomery St BART Station (Market St at 2nd St),33,0.018886930244270964
4th St at 16th St → Montgomery St BART Station (Market St at 2nd St),33,0.018886930244270964
Lombard St at Columbus Ave → Commercial St at Montgomery St,33,0.018886930244270964
Mission Playground → 16th St Mission BART Station 2,33,0.018886930244270964
Precita Park → Harrison St at 20th St,33,0.018886930244270964
Lake Merritt BART Station → Frank H Ogawa Plaza,33,0.018886930244270964
29th St at Tiffany Ave → Valencia St at 24th St,33,0.018886930244270964
11th St at Natoma St → 11th St at Bryant St,33,0.018886930244270964
Bryant St at 2nd St → San Francisco Caltrain Station 2  (Townsend St at 4th St),33,0.018886930244270964
Powell St BART Station (Market St at 5th St) → Market St at Franklin St,33,0.018886930244270964
Berry St at 4th St → Mechanics Monument Plaza (Market St at Bush St),33,0.018886930244270964
Bancroft Way at College Ave → Rockridge BART Station,33,0.018886930244270964
Clay St at Battery St → 2nd St at Townsend St,33,0.018886930244270964
Powell St BART Station (Market St at 4th St) → Washington St at Kearny St,33,0.018886930244270964
Berry St at 4th St → Broadway at Battery St,33,0.018886930244270964
Howard St at Beale St → Howard St at 2nd St,33,0.018886930244270964
20th St at Bryant St → 16th St Mission BART,33,0.018886930244270964
Addison St at Fourth St → Addison St at Fourth St,33,0.018886930244270964
Howard St at Beale St → Mechanics Monument Plaza (Market St at Bush St),33,0.018886930244270964
The Embarcadero at Sansome St → 2nd St at Townsend St,33,0.018886930244270964
Montgomery St BART Station (Market St at 2nd St) → Folsom St at 3rd St,33,0.018886930244270964
Valencia St at 24th St → 29th St at Tiffany Ave,33,0.018886930244270964
Mission Bay Kids Park → Spear St at Folsom St,33,0.018886930244270964
Esprit Park → Howard St at Beale St,33,0.018886930244270964
Market St at Dolores St → 16th St Mission BART Station 2,33,0.018886930244270964
Berry St at 4th St → Folsom St at 3rd St,32,0.0183145990247476
Embarcadero BART Station (Beale St at Market St) → Market St at 10th St,32,0.0183145990247476
Lombard St at Columbus Ave → Union Square (Powell St at Post St),32,0.0183145990247476
Washington St at 8th St → Webster St at 2nd St,32,0.0183145990247476
Embarcadero BART Station (Beale St at Market St) → The Embarcadero at Bryant St,32,0.0183145990247476
The Embarcadero at Bryant St → Howard St at Beale St,32,0.0183145990247476
Davis St at Jackson St → Berry St at 4th St,32,0.0183145990247476
Precita Park → Market St at 10th St,32,0.0183145990247476
San Francisco Caltrain Station 2  (Townsend St at 4th St) → Mechanics Monument Plaza (Market St at Bush St),32,0.0183145990247476
Isabella St at San Pablo Ave → 19th Street BART Station,32,0.0183145990247476
Valencia St at 24th St → Mission Playground,32,0.0183145990247476
McCoppin St at Valencia St → Powell St BART Station (Market St at 5th St),32,0.0183145990247476
Harrison St at 17th St → 16th St Mission BART,32,0.0183145990247476
Shattuck Ave at 55th St → Rockridge BART Station,32,0.0183145990247476
Harrison St at 20th St → McCoppin St at Valencia St,32,0.0183145990247476
Stanford Ave at Hollis St → West Oakland BART Station,32,0.0183145990247476
Hubbell St at 16th St → 4th St at Mission Bay Blvd S,32,0.0183145990247476
Spear St at Folsom St → Townsend St at 7th St,32,0.0183145990247476
Parker St at Fulton St → University Ave at Oxford St,32,0.0183145990247476
Berry St at 4th St → Mission Bay Kids Park,32,0.0183145990247476
San Francisco Ferry Building (Harry Bridges Plaza) → Davis St at Jackson St,32,0.0183145990247476
Ashby BART Station → Fulton St at Ashby Ave,32,0.0183145990247476
Pierce St at Haight St → Central Ave at Fell St,32,0.0183145990247476
Lakeside Dr at 14th St → 2nd Ave at E 18th St,32,0.0183145990247476
San Francisco Caltrain Station 2  (Townsend St at 4th St) → Bryant St at 2nd St,32,0.0183145990247476
5th St at Folsom → San Francisco Caltrain (Townsend St at 4th St),32,0.0183145990247476
Berry St at 4th St → 11th St at Natoma St,32,0.0183145990247476
Market St at 10th St → McCoppin St at Valencia St,32,0.0183145990247476
Berry St at 4th St → Townsend St at 7th St,32,0.0183145990247476
4th St at Mission Bay Blvd S → 7th St at Brannan St,32,0.0183145990247476
Washington St at Kearny St → Powell St BART Station (Market St at 4th St),32,0.0183145990247476
Milvia St at Derby St → Berkeley Civic Center,32,0.0183145990247476
Webster St at O'Farrell St → Post St at Kearny St,32,0.0183145990247476
Mississippi St at 17th St → Rhode Island St at 17th St,32,0.0183145990247476
Powell St BART Station (Market St at 5th St) → Berry St at 4th St,32,0.0183145990247476
17th St at Valencia St → Market St at 10th St,32,0.0183145990247476
